id,texto,categoria,prioridad
1827,"Buenos días, Solicito el certificado de calificaciones para homologar en otra universidad.",certificados,alta
1394,"Apreciado equipo de soporte, ¿Cómo activo mi cuenta institucional de la univversidad?",plataforma,baja
1130,"Buenas tardes, Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado.",matricula,alta
1799,"Cordial saludo, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1527,"Estimados, Devolví un libro pero todavía figura como prestado a mi nombre.",biblioteca,media
1099,No me deja matricular porque tengo una deuda pendiente que ya pagué.,certificados,alta
1083,"Hola, ¿Cuándo abre el periodo dee matrícula para el semestre 2027-1?",matricula,baja
1289,"Cordial saludo, El sistema no muestra la nota de Inteligencia Artificial aunque ya presenté el examen.",notas,media
1477,"Hola, Mi usuario quedó bloqueado tras varios intentos de inicio de sesión. Es muy importante.",plataforma,alta
1787,"Cordial saludo, Solicito una constancia de estudios para un trámite laboral.",certificados,media
1063,Necesito adicionar la materia Bases de Datos pero yac erró el periodo de adiciones.,matricula,alta
1835,"Estimados, ¿Cuánto cuesta y cuánto tarda un certificado de estudios?",certificados,media
1019,"Hola, Necesito adicionar la materia Sistemas Inteligentes pero ya cerró el periodo de adiciones.",matricula,media
1453,No me llega el correo de verificación para restablecer la contraseña.,plataforma,media
1559,"Apreciado equipo de soporte, Tengo un paz y salvo pendiente con la biblioteca y necesito graduarme.",biblioteca,alta
1036,¿Cuándo abre el periodo de matrícula para el semestre 2026-2?,matricula,baja
1732,"Apreciado equipo de soporte, Pedí un certificado hace dos semanas y aún no me lo entregan.",certificados,media
1328,"Buenas tardes, Mi promedio (PAPA) aparece mal calcualdo en el sistema. Tengo plazo hasta hoy.",notas,alta
1722,"Estimados, ¿Cuánto cuesta y cuánto tarda un certificado de estudios?",certificados,baja
1798,"Apreciado equipo de soporte, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1752,"Buenas tardes, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1498,"Buenast ardes, ¿Cuál es el enlace correcto para entrar al sistema académico?",plataforma,baja
1380,Olvidé mi contraseña del correo institucional y no puedo recuperarla. Tengo plazo hasta hoy.,plataforma,alta
1551,"Buenas tardes, Solicito ampliar el plazo de préstamo de un libro para mi tesis. Es para hoy.",biblioteca,alta
1481,La página de la universidad está muy lenta hoy.,plataforma,baja
1668,El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.,biblioteca,baja
1772,"Buenos días, Necesito un certificado de notas con urgencia para una beca que cierrah oy.",certificados,media
1855,"Apreciado equipo de soporte, Solicito ayuda con un trámite, no sé bien a qué área corresponde. Es para hoy.",plataforma,alta
1251,"Apreciado euqipo de soporte, Aparece una asignatura como reprobada pero yo la aprobé.",notas,alta
1899,"Buenas tardes, La biblioteca dice que tengo multa y por eso no me deja matricular.",matricula,alta
1371,"Cordial saludo, Olvidé mi contraseña del correo instituccional y no puedo recuperarla.",plataforma,media
1373,"No puedo iniciar sesión en el SIA, me dice usuario o contraseña incorrectos.",plataforma,alta
1757,"Estimados, Requiero un paz y salvo financiero para iniciar mi grado. Urgente.",certificados,alta
1441,La ppágina de la universidad está muy lenta hoy. Es para hoy.,plataforma,alta
1570,"Cordial saludo, Tengo un paz y salvo pendiente con la biblioteca y necesito graduarme.",biblioteca,alta
1002,¿Puedo hacer una adición extemporánea de Inteligencia Artificial?,matricula,media
1633,No puedo descargar artículos de la base de datos institucional. Urgente.,biblioteca,alta
1651,"Hola, Tengo un paz y salvo pendiente con la biblioteca y necesito graduarme. Es muy importante.",biblioteca,alta
1727,"Estimados, Necesito constancia de matrícula para el sisbén / EPS.",certificados,baja
1100,"Buenos días, No puedo inscribir la asignatura Programación porque el sistema dice que no hay cupos.",matricula,alta
1240,¿Cuándo se publican las notass definitivas del semestre 2027-1?,notas,baja
1720,"Buenas tardes, ¿Cuánto cuesta y cuánto tarda un certificado de estudios? Urgente.",certificados,alta
1831,"Apreciado equipo de soporte, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1341,"No puedo iniciar sesión en el SIA, me dice usuario o contraseña incorrectos.",plataforma,alta
1073,"Cordial saludo, Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado.",matricula,alta
1541,"Apreciado equipo de soporte, Devolví un libro pero todavía figura como prestado a mi nombre. Cierra mañana.",biblioteca,alta
1598,"Buenas tardes, No puedo descargar artículos de la base de datos institucional.",biblioteca,media
1895,"Buenas tardes, Voy a graduarme y me falta el paz y salvo de biblioteca y el certificado de notas.",certificados,alta
1464,La página de la universidad está muy lenta hoy.,plataforma,baja
1313,"Hola, ¿Dónde puedo consultar mi historia académicac on las notas?",notas,baja
1474,El portal académico me muestra un error 500 al ingresar.,plataforma,alta
1389,"Cordial saludo, Olvidé mi contraseña del correo institucional y no puedo recuperarla.",plataforma,media
1263,"Buenas tardes, ¿Dónde puedo consultar mi historia académica con las notas?",notas,baja
1820,"Hola, ¿Cuánto cuesta y cuánto tarda un certificado de estudios? Es muy importante.",certificados,alta
1156,"Cordial saludo, Quiero cancelar la asignatura Redes Neuronales antes de la fecha límite.",matricula,media
1307,¿Dónde puedo consultar mii historia académica con las notas?,notas,baja
1085,Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado.,matricula,alta
1437,"Buenas tardes, El portal académico me muestra un error 500 al ingresar.",plataforma,alta
1745,¿Dónde solicito el diploma y acta de grado? Urgente.,certificados,alta
1020,"Apreciado equipo de soporte, Quiero saber cuántos créditos puedo inscribir este semestre.",matricula,media
1625,"Estimados, El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.",biblioteca,media
1159,"Apreciado equipo de soporte, No puedo inscribir la asignatura Bases de Datos porque el sistema dice que no hay cupos. Urgente.",matricula,alta
1443,"Buenas tardes, Olvidé mi contraseña del correo institucional y no puedo recuperarla.",plataforma,media
1517,"Estimados, No puedo descargar artículos de la base de datos institucional.",biblioteca,media
1432,No me llega el correo de verificación para restablecer la contraseña.,plataforma,media
1721,"Apreciado equipo de soporte, Pedí un certificado hace dos semanas y aún no me lo entregan.",certificados,media
1740,"Apreciado equipo de soporte, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1679,Necesito renovar el préstamo de un libro que vence hoy.,biblioteca,alta
1698,Necesito un certificado de notas con urgencia para un abeca que cierra hoy.,certificados,alta
1407,"Apreciado equipo de soporte, La plataforma SIA se cae cada vez que intento matricular.",plataforma,alta
1368,"Apreciado equipo de soporte, La página de la universidad está muy lenta hoy.",plataforma,baja
1606,¿Cómo accedo a las bases de datos científicas desde casa?,biblioteca,baja
1492,"Buenos días, No puedo acceder a la plataforma Moodle del curso Sistemas Inteligentes.",plataforma,media
1278,"Buenas tardes, ¿Cuándo se publican las notas definitivas del semestre 2026-2?",notas,baja
1600,"Buenos días, Me aparece una multa en la biblioteca que no reconozco. Lo necesito ya.",biblioteca,alta
1620,"Buenos días, ¿Cómo accedo a las bases de datos científicas desde casa?",biblioteca,baja
1292,"Buenos días, El profesor de Sistemas Inteligentes no ha subido las notas y mañana cierra el semestre. Es muy importante.",notas,alta
1310,"Estimados, Necesito que revisen mi nota de Inteligencia Artificial porque afecta mi grado.",notas,alta
1577,"Buenas tardes, ¿Cuál es el horario de atención de la biblioteca?",biblioteca,baja
1180,Aparece una asignatura como reprobada pero yo la aprobé. Cierra mañana.,notas,alta
1434,¿Cuál es el enlace correcto para entrar al sistema académico?,plataforma,baja
1250,Quiero hacer un reclamo de calificación en la asignatura Procesamiento de Lenguaje Natural.,notas,baja
1202,"Estimados, Aparece una asignatura como reprobada pero yo la aprobé. Lo necesito ya.",notas,alta
1777,"Buenos días, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1318,"Buenas tardes, Aparece una asignatura como reprobada pero yo la aprobé.",notas,alta
1478,Mi usuario quedó bloqueado tras varios intentos de inicio de sesión. Es para hoy.,plataforma,alta
1436,"Apreciado equipo de soporte, La página de la universidad está muy lenta hoy.",plataforma,media
1080,"Buenas tardes, No me deja matricular porque tengo una deuda pendiente que ya pagué.",matricula,alta
1519,El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.,biblioteca,media
1241,"Buenas tardes, Mi promedio (PAPA) aparece mal calculado en el sistema.",notas,media
1563,Me aparece una multa en la biblioteca que no reconozco.,matricula,media
1658,"Apreciado equipo de soporte, El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.",biblioteca,media
1692,"Buenos días, ¿Dóndes olicito el diploma y acta de grado?",certificados,baja
1128,"Buenas tardes, Quiero cancelar la asignatura Procesamiento de Lenguaje Natural antes de la fecha límite.",plataforma,alta
1597,No puedo descargar arttículos de la base de datos institucional.,biblioteca,media
1144,"Estimados, Necesito adicionar la materia Álgebra Lineal pero ya cerró el perioddo de adiciones.",matricula,alta
1702,"Estimados, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1197,"Apreciado equipo de soporte, Necesito que revisen mi nota de Bases de Datos porque afecta mi grado.",notas,alta
1889,"Hola, No puedo entrar al SIA para inscribir Machine Learning, ¿es problema de la plataforma o de matrícula?",matricula,media
1503,"Cordial saludo, No puedo acceder a la plataforma Moodle del curso Estadística.",plataforma,media
1066,Solicito información sobre el proceso de matrícula de la maestría.,matricula,baja
1006,"Hola, ¿Cuándo abre el periodo de matrícula para el semestre 2026-2?",matricula,baja
1713,"Hola, Requiero unp az y salvo financiero para iniciar mi grado.",certificados,alta
1809,"Hola, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1329,Mi promedio (PAPA) aparece mal calculado en el sistema. Tengo plazo hasta hoy.,notas,alta
1858,"Buenas, tengo una duda general sobre un proceso de la universidad.",plataforma,baja
1765,Solicito el certificado de calificaciones para homologar en otra universidad.,matricula,media
1227,¿Cuándo sep ublican las notas definitivas del semestre 2026-1?,notas,baja
1254,"Apreciado equipo de soporte, El profesor de Cálculo Diferencial no ha subido las notas y mañana cierra el semestre. Cierra mañana.",notas,alta
1055,"Cordial saludo, Quiero saber cuántos créditos puedo inscribir este semestre.",matricula,baja
1552,El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.,biblioteca,media
1867,"Estimados, El sistema no me deja ver mis notas ni descargar el certificado.",certificados,media
1744,"Apreciado equipo de soporte, ¿Dónde solicito el diploma y acta de grado?",certificados,baja
1350,Mi usuario quedó bloqueado tras varios intentos de inicio de sesión.,plataforma,media
1339,"Buenas tardes, ¿Dónde puedo consultar mi historia académica con las notas?",notas,baja
1234,"Hola, ¿Dónde puedo consultar mi historia académica con las notas? Urgente.",notas,alta
1024,"Buenos días, Quiero saber cuántos créditos puedo inscribbir este semestre.",matricula,baja
1295,"Cordial saluod, La nota que registró el docente de Sistemas Inteligentes no coincide con la del examen.",notas,baja
1424,"Apreciado equipo de soporte, Olvidé mi contraseña del correo institucional y no puedo recuperarla.",plataforma,media
1533,"Buenos días, No puedo descargar artículos de la base de datos institucional.",biblioteca,media
1832,"Hola, Necesito un certificado de notas con urgencia para una beca que cierra hoy.",certificados,alta
1626,Solicito ampliar el plazo de préstamo de un libro para mi tesis.,biblioteca,media
1284,Necesito que revisen mi nota de Redes Neuronales porque afecta mi grado.,notas,alta
1137,"Cordial saludo, No me deja matricular porque tengo una deuda pendiente que ya pagué.",matricula,alta
1838,"Hola, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1703,"Apreciado equipo de soporte, Necesito constancia de matrícula para el sisbén / EPS.",matricula,baja
1243,Mi promedio (PAPA) aparece mal calculado en el sistema.,notas,media
1759,"Hola, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1924,"Hola, La biblioteca dice que tengo multa y por eso no me deja matricular.",matricula,alta
1384,"No puedo iniciar sesión en el SIA, me dice usuario o contraseña incorrectos.",plataforma,alta
1155,Quiero saber cuántos créditos puedo inscribir este semestre. Es muy importante.,matricula,alta
1697,"Estimados, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1303,Solicito el reporte de notas parciales de mis materias. Es muy importante.,notas,alta
1510,"Estimados, Tengo un paz y salvo ppendiente con la biblioteca y necesito graduarme.",biblioteca,alta
1695,Solicito el certificado de calificaciones para homologar en otra universidad.,certificados,media
1140,"Estimados, Quiero saber cuántos créditos puedo inscribir este semestre.",matricula,baja
1061,"Estimados, Quiero cancelar la asignatura Álgebra Lineal antes de la fecha límite.",matricula,media
1081,"Estimados, Quiero cancelar la asignatura Álgebra Lineal antes de la fecha límite.",matricula,media
1249,"Buenos días, ¿Dónde puedo consultar mi historia académica con las notas?",certificados,baja
1665,"Hola, El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.",biblioteca,media
1242,"Estimados, El profesor de Bases de Datos no ha subido las notas y mañana cierra el semestre.",notas,alta
1316,"Hola, La nota que registró el docente de Procesamiento de Lenguaje Natural no coincide con la del examen.",notas,alta
1731,Necesito un certificado de notas con urgencia para una beca que cierra hoy. Tengo plazo hasta hoy.,certificados,alta
1021,"Buenos días, Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado.",matricula,alta
1902,No aparece mi matrícula y tampoco puedo generar la constancia de estudios.,matricula,media
1013,Quiero saber cuántos créditos puedo inscribir este semestre.,matricula,baja
1856,"Cordial saludo, El sistema no me deja ver mis notas ni descargar el certificado.",certificados,media
1515,"Apreciado equipo de soporte, El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.",biblioteca,media
1893,"Estimados, Buenas, tengo una duda generall sobre un proceso de la universidad.",plataforma,baja
1523,Tengo un paz y salvo pendiente con la biblioteca y necesito graduarme.,biblioteca,alta
1391,"No puedo iniciar sesión en el SIA, me dice usuario o contraseña incorrectos.",plataforma,media
1459,"Apreciado equipo de soporte, ¿Cuál es el enlace correcto para entrar al sistema académico?",plataforma,baja
1599,"Buenos días, No puedo descarga rartículos de la base de datos institucional.",biblioteca,alta
1736,"Buenas tardes, ¿Dónde solicito el diploma y acta de grado?",certificados,baja
1343,"Apreciado equipo de soporte, Olvidé mi contraseña del correo institucional y no puedo recuperarla.",plataforma,media
1748,Necesito un certificado de notas con urgencia para una beca que cierra hoy.,certificados,alta
1493,Mi usuario quedó bloqueado tras varios intentos de inicio de sesión.,plataforma,alta
1325,Necesito que reviseen mi nota de Cálculo Diferencial porque afecta mi grado.,notas,media
1819,Necesito constancia de matrícula para el sisbén / EPS.,certificados,media
1340,Mi usuario quedó bloqueado tras varios intentos de inicio de sesión. Tengo plazo hasta hoy.,plataforma,alta
1136,"Apreciado equipo de soporte, Pagué el recibo de matríucla pero el sistema sigue mostrándome como no matriculado.",matricula,alta
1397,"Hola, La página de la universidad está muy lenta hoy.",plataforma,baja
1332,"Estimados, La nota que registró el docente de Procesamiento de Lenguaje Natural no coincide con la del examen.",notas,media
1614,¿Cuál es el horario de atención de la biblioteca? Urgente.,biblioteca,alta
1806,"Estimados, Necesito constancia de matrícula para el sisbén / EPS.",certificados,media
1257,"Cordial saludo, ¿Cuándo se publican las notas definitivas del semestre 2026-2?",notas,baja
1883,"Apreciado equipo de soporte, Quiero reclamar una nota pero el SIA no me deja iniciar sesión.",notas,media
1807,Necesito constancia de matrícula para el sisbén / EPS.,certificados,media
1875,"Apreciado equipo de soporte, Tengo problemas para acceder a Moolde y ver mis calificaciones. Lo necesito ya.",plataforma,alta
1104,"Cordial saludo, Solicito información sobre el proceso de matrícula de la maestría.",matricula,baja
1511,¿Cuál es el horario de atención de la biblioteca?,biblioteca,baja
1613,"Hola, ¿Cómo accedo a las bases de datos científicas desde casa? Urgente.",biblioteca,alta
1308,Quiero hacerr un reclamo de calificación en la asignatura Programación.,notas,alta
1881,"Apreciado equipo de soporte, Quiero reclamar una nota pero el SIA no me deja iniciar sesión.",notas,media
1223,Solicito el reporte de notas parciales de mis materias.,notas,media
1795,"Buenos días, Requiero un paz y salvo financiero para iniciar mi grado.",certificados,alta
1803,"Apreciado equipo de soporte, Necesito un certificado de notas con urgencia para una beca que cierra hoy.",certificados,alta
1785,"Hola, ¿Cómo descargo el certificado de notas desde el SIA?",certificados,baja
1638,No puedo descargar artículos de la base de datos institucional.,biblioteca,media
1792,Requiero un paz y salvo financiero para iniciar mi grado.,certificados,alta
1067,"Buenas tardes, Me aparece un cruce de horarios entre Inteligencia Artificial y otra materia al matricular.",matricula,baja
1683,Necesito constancia de matrícula para el sisbénn / EPS.,certificados,media
1851,"Hola, La biblioteca dice que tengo multa y por eso no me deja matricular. Es para hoy.",matricula,alta
1217,"Buenos días, El sistema no muestra la nota de Bases de Datos aunque ya presenté el examen.",notas,media
1870,"Apreciado equipo de soporte, No puedo entrar al SIA para inscribir Minería de Datos, ¿es problema de la plataforma o de matrícula? Cierra mañana.",matricula,alta
1012,"Buenos días, Necesito adicionar la materia Cálculo Diferencial pero ya cerró el periodo de adiciones. Es muy importante.",matricula,alta
1323,"Estimados, Necesito que revisen mi nota de Inteligencia Artificial porque afecta mi grado.",notas,media
1411,La plataforma SIA se cae cada vez que intento matricular.,plataforma,alta
1015,"Cordial saludo, No me deja matricular porque tengo una deuda pendiente que ya pagué.",matricula,alta
1177,El sistema no muestra la nota de Bases de Datos aunque ya presenté el examen.,notas,baja
1331,"Cordial saludo, Quiero hacer un reclamo de calificación en la asignatura Minería de Datos.",notas,media
1365,Olvidé mi contraseña del correo institucional y no puedo recuperarla. Urgente.,plataforma,alta
1108,"Hola, Necesito adicionar la materia Procesamiento de Lenguaje Natural pero ya cerró el periodo de adiciones.",matricula,alta
1218,"Estimados, La nota que registró el docente de Bases de Datos no coincide con la del examen.",notas,media
1237,"Buenas tardes, El sistema no muestra la nota de Redes Neuronales aunque ya presenté el examen.",notas,media
1123,No me deja matricular porque tengo una deuda pendiente que ya pagué.,matricula,media
1438,Olvidé mi contraseña del correo institucional y no puedo recuperarla.,plataforma,media
1404,"Estimados, ¿Cuál es el enlace correcto para entrar al sistema académico?",plataforma,baja
1554,El sistema de la biblioteca no me deja hacer el préstamo de un ejemplar.,biblioteca,media
1775,"Buenos días, Pedí un certificcado hace dos semanas y aún no me lo entregan.",certificados,media
1639,Devolví un libro pero todavía figura como prestado a mi nombre.,biblioteca,media
1194,"Estimados, Mi promedio (PAPA) aparece mal calculado en el sistema.",notas,baja
1641,"Buenos días, Devolví un libro pero todavía figura como prestado a mi nombre.",notas,media
1575,"Buenos días, Tengo un paz y salvo pendiente con la biblioteca y necesito graduarme.",biblioteca,alta
1330,¿Cuándo se publican las notas definitivas del semestre 2026-1?,notas,baja
1753,"Buenas tardes, ¿Cuánto cuesta y cuánto tarda un certificado de estudios? Tengo plazo hasta hoy.",certificados,alta
1110,"Estimados, Quiero cancelar la asignatura Programación antes de la fecha límite.",matricula,media
1524,"Buenos días, Me aparece una mult aen la biblioteca que no reconozco.",biblioteca,baja
1931,"Buenas tardes, Buenas, tengo una duda general sobre un proceso de la universidad.",plataforma,baja
1783,"Buenas tardes, Solicito una constancia de estudios para un trámite laboral.",certificados,media
1681,Necesito constancia de matrícula para el sisbén / EPS. Tengo plazo hasta hoy.,certificados,alta
1171,"Hola, Necestio que revisen mi nota de Sistemas Inteligentes porque afecta mi grado.",notas,alta
1862,"Estimados ,Tengo problemas para acceder a Moodle y ver mis calificaciones.",plataforma,media
1098,No me deja matricular porque tengo una deuda pendiente que ya pagué.,notas,alta
1225,"Buenas tardes, Mi promedio (PAPA) aparece mal claculado en el sistema.",notas,media
1064,No me deja matricular porque tengo una deuda pendiente que ya pagué.,matricula,alta
1685,¿Cómo descargo el certificado de notas desde el SIA?,certificados,baja
1196,"Estimados, El profesor de Estadística no ha subido las notas y mañana cierra el semestre.",notas,alta
1345,No puedo acceder a la plataforma Moodle del curso Redes Neuronales.,plataforma,media
1014,"Hola, Necesito adicionar la materia Procesamiento de Lenguaje Natural pero ya cerró el periodo de adiciones.",matricula,alta
1028,"Buenas tardes, No puedo inscribir la asignatura Programación porque el sistema dice que no hay cupos.",matricula,alta
1431,La plataforma SIA se cae cada vez quue intento matricular.,plataforma,alta
1016,"Hola, Necesito adicionar la materia Procesamiento de Lenguaje Natural pero ya cerró el periodo de adiciones.",matricula,alta
1830,"Apreciado equipo de soporte, Solicito el certificado de calificaciones para homologar en otra universidad. Cierra mañana.",certificados,alta
1204,¿Cuándo se publican las notas definitivas del semestre 2027-1?,notas,baja
1244,"Cordial saludo, La nota que registró el docente de Minería de Datos no coincide con la del examen.",notas,media
1383,"Hola, No puedo acceder a la plataforma Moodle del curso Machine Learning.",plataforma,baja
1817,¿Cómo descargo el certificado de notas desde el SIA? Lo necesito ya.,certificados,alta
1849,"Cordial saludo, Solicito una constancia de estudios para un trámite laboral.",certificados,media
1386,¿Cómo cativo mi cuenta institucional de la universidad?,plataforma,baja
1049,"Buenos días, Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado. Tengo plazo hasta hoy.",matricula,alta
1004,"Buenas tardes, Pagué el recibo de matrícula pero el sistema sigue mostrándome como no matriculado.",matricula,alta
